ID,MAX_US,O_LEVEL,OM_LEVEL,A_LEVEL_DIFF,A_SLOPE_TYPE,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_LAT,D_LONG,E_DISTANCE_MAP,E_TIME_MAP,D_TYPE,O_LANDMARK,O_LAT,O_LONG,A_DISTANCE_MAP,A_TIME_MAP,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B,VEHICLE
705,,904,900,-4,fall,Jalahalli ,,K R market,,,,,Shopping,"Peenya, gowri PG",13.03227625,77.51729359,1,15,Home,11:25:00,Metro ,30,Walk ,10,1 km to 1.5 km ,8,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,,,No ,35,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Bus ,18-25 yrs ,Graduate,Student,,0,0,0,0,0,10,-1,4,1,1,1,3,2,3,1,1,1,3,2,0
1622,,921,906,-15,fall,Konanakunte Cross (green line),National College (green line),Bull templ ,,,,,Work,Police station ,12.88391325,77.56580394,0.9,12,Home,09:20:00,Metro ,50,Walk ,15,1 km to 1.5 km ,9,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,1,1,3,3,3,0,1,1,3,3,0
1649,,893,908,15,rise,Mahakavi Kuvempu Road (green line),Chickpet (green line),"Chickpete,sudharshan silk",,,,,Shopping,Prakash nagar,12.99266162,77.5574366,0.95,14,Home,11:45:00,Metro ,45,Walk ,25,1 km to 1.5 km ,8,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,18,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Employed,,0,0,0,0,"No, I will not use a bicycle. .",5,4,4,1,1,4,3,3,4,0,1,1,3,3,0
425,,898,886,-12,fall,Vijayanagar (purple line),South End Circle (green line),South end circle ,,,,,Work,"Prashanth nagar, Shobha hospital near ",12.97557283,77.53191577,1.1,15,Home,09:15:00,Metro ,45,Walk ,15,1 km to 1.5 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,,Metro ,26-35 yrs ,Graduate,Employed,,1,1,0,0,0,10,-1,2,1,1,2,3,1,4,1,1,1,3,1,1
2074,,918,925,7,rise,Mahatma Gandhi Road (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Tumkur through ksrtc ,,,,,Home,"Prestige group, Trinity ",12.97097728,77.61523553,1.2,18,Work,13:20:00,Metro ,20,Walk ,10,1 km to 1.5 km ,8,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Postgraduate,Employed,"25,001 â€“ 50,000",0,0,0,0,"No, I will not use a bicycle. .",15,4,1,2,1,2,3,1,1,1,1,1,3,1,0
1770,,906,925,19,rise,Mahatma Gandhi Road (purple line),Cubbon Park (purple line),Chinnaswamy stadium,,,,,Social,"Prime rose road, government arts hostel",12.97078358,77.61122835,1.1,18,School,12:05:00,Metro ,40,Walk ,20,1 km to 1.5 km ,10,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,No ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"50,001 â€“ 1,00,000",0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,6,3,1,1,3,1,3,1,1,1,3,1,0
314,,868,900,-32,rise,Nagasandra (green line),Goraguntepalya (green line),Manyata tech park,,,,,Work,Pristage jindal,13.05258118,77.49012614,1.4,5,Home,00:05:00,Metro + Bus ,90,Two-Wheeler ,5,1 km to 1.5 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,5,10,No ,50,No crowding  - 25-50% of seats occupied ,Male,,,Bus and Metro ,36-45 yrs ,Postgraduate,Employed,,1,1,0,0,0,10,-1,2,1,3,3,3,2,4,1,3,1,3,2,1
1251,,868,922,54,hydrograph,Vijayanagar (purple line),Kengeri (purple line),"HK hospital, kengere",,,,,Work,"Rajajinagar, Velly college ",13.00366089,77.52502106,5.9,15,Home,23:35:00,Metro ,30,Two-Wheeler ,10,1 km to 1.5 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,No ,25,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Employed,,0,1,1,0,"No, I will not use a bicycle. .",5,4,2,1,1,1,3,1,4,1,3,1,3,1,1
2036,,905,925,20,rise,Rajajinagar (green line),Jayanagar (green line),Jaynagar 3rd block,,,,,Other,"Rajajinagar,near Nanda palace ",12.98930801,77.54926331,1.3,5,Home,15:50:00,Metro ,30,Auto Rickshaw ,5,1 km to 1.5 km ,8,Walk ,15,0.5 to 1 km ,,For egress trip only ,,,Metro card ,40,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Unemployed,,1,1,0,0,"No, I will not use a bicycle. .",15,4,8,1,1,2,3,2,2,0,5,1,3,2,1
2220,,793,801,8,rise,Pattanagere (purple line),Mahatma Gandhi Road (purple line),"Church Street,wework",,,,,Work,"Rajarajeshwari nagar, global village ",12.91983893,77.50245412,2.1,7,Home,13:15:00,Metro ,45,Drove and parked a car ,10,1 km to 1.5 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,Two-Wheeler - from origin to destiantion ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"1,00,001 â€“ 2,00,000",1,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,2,3,1,1,1,4,1,3,1,1
2251,,935,935,0,flat,Sandal Soap Factory (green line),Jayaprakash Nagar (green line),Jp 8th cross,,,,,School,Rameshwaram cafe ,13.008379,77.55593399,0.8,15,Home,09:15:00,Metro ,45,Walk ,15,1 km to 1.5 km ,5,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,1,1,3,3,3,0,1,1,3,3,1
386,,907,922,15,rise,Sandal Soap Factory (green line),Baiyappanahalli (purple line),"Ramurthinagar, ITI near",,,,,Home,RG royal convention hall ,13.01679741,77.54857005,1,14,Work,16:45:00,Metro ,90,Walk ,10,1 km to 1.5 km ,5,Two-Wheeler ,15,4.5 km to 5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Metro ,26-35 yrs ,Graduate,Employed,,0,1,0,0,0,10,-1,1,2,1,2,3,10,4,1,1,3,3,5,1
2206,,927,907,-20,fall,Jayaprakash Nagar (green line),Kengeri Bus Terminal (purple line),Sheshadripuram college ,,,,,Other,Royal school ,12.92612807,77.58485322,3,15,Home,00:00:00,Metro ,60,Auto Rickshaw ,15,1 km to 1.5 km ,9,Walk ,8,< 0.5 km ,,For access trip only ,,,No ,55,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,8,1,1,1,3,1,1,0,5,1,3,1,1
1158,,817,817,0,flat,Rajarajeshwari Nagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Krs circle,,,,,Work,"RR nagar, gopalan arcade mall",12.93581717,77.51818349,0.35,3,Home,02:38:00,Metro ,35,Two-Wheeler ,10,1 km to 1.5 km ,7,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,No ,80,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"25,001 â€“ 50,000",1,1,0,0,"No, I will not use a bicycle. .",10,4,2,1,1,3,3,1,4,1,3,1,3,1,1
1279,,820,823,3,mixed,Pantharapalya - Nayandahalli (purple line),Cubbon Park (purple line),"HAL, near cubban park",,,,,Work,"RR nagar,prestige bhagmane temple ",12.93140185,77.52098498,2.9,8,Home,13:45:00,Metro ,45,Auto Rickshaw ,5,1 km to 1.5 km ,7,Walk ,2,< 0.5 km ,,For egress trip only ,,,No ,82,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,1,3,1,2,0,5,1,3,1,1
1458,,890,892,2,flat,Nagasandra (green line),Silk Institute (green line),Silk institute,,,,,Home,Rukmini nagar,13.04570374,77.49421549,1.2,18,Work,13:50:00,Metro + Bus ,80,Walk ,20,1 km to 1.5 km ,8,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,1,5,No ,70,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"10,001 â€“ 25,000",0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,1,3,3,4,1,1,1,3,3,1
33,,930,930,0,flat,Sandal Soap Factory (green line),Indiranagar (purple line),"Indranagar,truffles",12.98104935,77.64054346,0.55,7,Restaurant,"Sandalsoap, Orion mall",13.01106256,77.5547078,2,28,Home,11:10:00,Metro ,60,Walk ,15,1 km to 1.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,,Metro ,18-25 yrs ,Graduate,Employed,,1,0,0,0,0,10,-1,5,1,1,1,3,1,4,0,1,1,3,1,1
96,,898,898,0,hydrograph,Jalahalli (green line),Mantri Square Sampige Road (green line),Mantri square ,12.99119275,77.57053854,0.2,1,Shopping,Shettyhalli,13.06190906,77.5174724,3.8,15,Home,16:30:00,Metro ,50,Auto Rickshaw ,15,1 km to 1.5 km ,7,Walk ,0,< 0.5 km ,,For egress trip only ,,,No ,110,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,18-25 yrs ,Graduate,Employed,"50,001 â€“ 1,00,000",0,2,0,0,0,10,-1,4,1,1,1,3,1,2,0,5,1,3,1,1
36,,872,850,-22,fall,Silk Institute (green line),Indiranagar (purple line),HAL sports club ,12.95820857,77.66953289,6.3,15,Other,"Shobha hill view, thalgatpura ",12.86428894,77.52128422,1.6,8,Home,12:10:00,Metro ,80,Bicycle ,8,1 km to 1.5 km ,5,Auto Rickshaw ,10,2.5 km to 3 km ,5,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,,Metro ,18-25 yrs ,12th,Student,,1,1,1,0,0,10,-1,8,1,1,1,3,6,1,1,2,5,3,4,1
423,,873,860,-7,parabola,Silk Institute (green line),Banashankari (green line),"HSR layout,  near asha tiffin ",,,,,Work,"Silk institute, elegant wishering wings",12.86521072,77.52652457,1.8,4,Home,09:30:00,Metro + Bus ,75,Two-Wheeler ,3,1 km to 1.5 km ,0,Auto Rickshaw ,5,1 km to 1.5 km ,0,For both access and egress trips ,5,3,Metro card ,40,No crowding  - 50-75% of seats occupied ,Female,Yes ,Metro ,Metro ,26-35yrs ,Graduate,Employed,>2 Lakhs,1,3,1,0,0,10,-1,2,1,3,2,3,3,3,0,3,5,3,3,1
1828,,920,924,4,rise,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Kengeri (purple line),Kumblugod,,,,,Home,SJP,12.97292455,77.60330041,2.6,38,School,15:30:00,Metro ,110,Walk ,15,1 km to 1.5 km ,8,Walk ,20,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,38,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0,0,1,0,"No, I will not use a bicycle. .",5,4,1,3,1,1,3,3,4,0,1,1,3,3,0
490,2,890,893,3,parabola,Vajarahalli (green line),Yeshwanthpur (green line),Yeshwantpur railway station ,,,,,Other,"SLV flour mill, Balaji layout ",12.87746677,77.53770711,1.1,15,Home,13:20:00,Metro ,50,Walk ,15,1 km to 1.5 km ,1,Walk ,2,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Student,"10,001 â€“ 25,000",0,0,0,0,0,10,-1,8,1,1,1,3,1,1,1,1,1,3,1,0
1686,3.2,901,918,17,rise,Srirampura (green line),Banashankari (green line),Banashankari temple ,,,,,Social,Srirampura 5th cross,12.98966887,77.56355761,1,15,Home,15:15:00,Metro ,40,Walk ,15,1 km to 1.5 km ,9,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Unemployed,,0,1,0,0,"No, I will not use a bicycle. .",5,4,6,1,1,4,3,1,4,0,1,1,3,1,1
1706,2.084,912,930,18,rise,"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Swami Vivekananda Road (purple line),"Kitthagnur, ",,,,,Home,St Joseph's college ,12.97063572,77.60808887,2.4,35,School,16:05:00,Metro + Bus ,75,Walk ,15,1 km to 1.5 km ,7,Walk ,25,1.5 km to 2 km ,,For both access and egress trips ,2,3,Metro card ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0,2,1,0,"No, I will not use a bicycle. .",5,4,1,3,3,1,3,4,3,1,1,1,3,3,1
2091,0.416,920,925,5,rise,Mahatma Gandhi Road (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Binisten town,,,,,Work,St marks road ,12.97073958,77.59983318,1.2,17,Home,16:00:00,Metro ,30,Walk ,15,1 km to 1.5 km ,6,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"25,001 â€“ 50,000",0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,3,3,2,3,1,1,1,3,2,1
2159,0.514,898,911,13,rise,Swami Vivekananda Road (purple line),Kengeri Bus Terminal (purple line),Global tech park,,,,,Home,Tin factory ,12.9975172,77.67121986,4.7,12,Friend,14:25:00,Metro ,60,Rapido/Uber moto/Ola App two-wheeler ,10,1 km to 1.5 km ,2,Dropped-off by friends/family members/others ,15,1.5 km to 2 km ,5,For both access and egress trips ,,,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Postgraduate,Student,"25,001 â€“ 50,000",1,4,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,1,7,1,1,3,4,3,1,7,8,3,3,1
1327,1.5,912,918,6,rise,Mahatma Gandhi Road (purple line),Rajarajeshwari Nagar (purple line),"Gnanakshi school, RR nagar",,,,,Home,Trinity circle ,12.97106592,77.62048231,0.4,7,Work,16:45:00,Metro + Bus ,90,Walk ,15,1 km to 1.5 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,5,5,Metro card ,15,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,"1,00,001 â€“ 2,00,000",1,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,3,3,3,2,4,1,1,1,3,2,1
1016,3.385,871,893,22,rise,Vajarahalli (green line),Silk institute to nagasandra ,Malleshwaram temple ,,,,,Social,"Vajrahalli, ragavendhra layout ",12.88201765,77.53903955,1.3,10,Home,09:40:00,Metro ,60,Two-Wheeler ,10,1 km to 1.5 km ,6,Pick up ,15,2.5 km to 3 km ,6,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,"25,001 â€“ 50,000",0,1,1,0,0,10,-1,6,1,1,2,3,6,4,0,3,8,3,4,1
1840,1,930,928,-2,hydrograph,"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Vajarahalli (green line),"A2b,vajarahalli",,,,,Home,"Vasanth nagar, mount Carmel college ",12.99304924,77.58748217,2,10,School,15:30:00,Metro ,60,Auto Rickshaw ,10,1 km to 1.5 km ,4,Walk ,6,< 0.5 km ,,For access trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,3,1,1,0,5,1,3,1,1
920,3.634,901,901,0,parabola,Nagasandra (green line),Nagasandra yeswatpur ,Shivmoka ,,,,,Home,Venugopal nagar ,13.03359901,77.49462616,2.2,32,Friend,14:15:00,Metro ,12,Two-Wheeler ,19,1 km to 1.5 km ,3,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,,Metro ,18-25 yrs ,Graduate,Employed,"1,00,001 â€“ 2,00,000",0,0,0,0,0,10,-1,1,7,1,1,3,1,4,0,3,1,3,1,0
1547,0.7,898,891,-7,flat,Vijayanagar (purple line),Nagasandra (green line),"Nelmangla, ",,,,,Work,"Vijaynagar, govindraj nagar",12.97632864,77.53632976,0.95,4,Home,16:10:00,Metro + Bus ,90,Ola/Uber car ,5,1 km to 1.5 km ,7,Walk ,5,< 0.5 km ,,For both access and egress trips ,2,5,Metro card ,30,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,1,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,3,1,3,1,3,0,6,1,3,1,1
1606,-2,898,877,-21,fall,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Mahatma Gandhi Road (purple line),"Mg road, pizza bakery ",,,,,Restaurant,"Vijaynagar, near raja, govindraj nagar",12.97642125,77.53633973,1.3,3,Home,16:50:00,Metro ,45,Dropped-off by friends/others ,3,1 km to 1.5 km ,7,Walk ,10,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Unemployed,,1,2,0,0,"No, I will not use a bicycle. .",5,4,5,1,1,3,3,1,3,0,8,1,3,1,1
2353,1,881,891,10,rise,Vijayanagar (purple line),Baiyappanahalli (purple line),"Bayyapanahalli,near gopalan mall",,,,,Work,"Vijaynagar,near vijaynagar club",12.9675876,77.53938919,0.6,9,Home,09:30:00,Metro ,40,Walk ,10,1 km to 1.5 km ,2,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 â€“ 1,00,000",0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,1,3,2,4,1,1,1,3,2,1
2171,1,915,926,11,rise,Cubbon Park (purple line),Sandal Soap Factory (green line),"Heritage embassy apartment, Malleshwaram ",,,,,Home,"Viveshwarayya museum ,cubbon park",12.97488927,77.59852061,0.9,13,Other,16:30:00,Metro ,40,Walk ,15,1 km to 1.5 km ,6,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,2,1,0,1,"No, I will not use a bicycle. .",15,4,1,8,1,1,3,3,4,1,1,1,3,3,1
2433,1.727,891,910,19,rise,Yelachenahalli (green line),Trinity (purple line),Bank of baroda,,,,,Work,Yelchenahalli lake,12.89936617,77.56621663,1,14,Home,10:30:00,Metro ,45,Dropped-off by friends/family members/others ,5,1 km to 1.5 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1,2,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,2,3,1,4,0,8,1,3,1,1
12,0.015,922,919,3,flat,Peenya (green line),Cubbon Park (purple line),"Cubbon park, museum of art and photography ",12.97483706,77.59694617,0.8,11,Shopping,"Yeshwantpur,HMT road",13.04267983,77.53946208,1.7,17,Home,10:40:00,Metro ,50,Walk ,10,1 km to 1.5 km ,2,Walk ,3,1 km to 1.5 km ,,For both access and egress trips ,,,No ,35,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Postgraduate,Student,>2 Lakhs,1,1,2,0,0,10,-1,4,1,1,2,3,3,3,0,1,1,3,3,1
208,0,919,919,0,flat,Trinity (purple line),Nagasandra (green line),Nagasandra ikea,13.04853872,77.49897149,0.24,4,Shopping,1mg mall,12.97345557,77.62085555,0.4,6,Work,15:20:00,Metro ,45,Walk ,6,1.5 km to 2 km ,6,Walk ,4,< 0.5 km ,,For access trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,,Metro ,18-25 yrs ,Graduate,Student,,1,1,0,0,0,10,-1,4,2,1,1,4,1,1,0,1,1,3,1,1
1855,-1.6,928,914,-14,fall,Mantri Square Sampige Road (green line),Kengeri Bus Terminal (purple line),Wonder la amusement park ,,,,,Social,8th cross malleswaram,13.00172218,77.57955483,2,29,Home,08:30:00,Metro + Bus ,120,Walk ,18,1.5 km to 2 km ,1,Walk ,5,0.5 to 1 km ,,For access trip only ,2,7,No ,77,No crowding  - 50-75% of seats occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 â€“ 50,000",0,0,0,0,"No, I will not use a bicycle. .",15,4,6,1,3,1,4,2,1,0,1,1,3,2,0
1052,0.424,910,908,-2,fall,Jayaprakash Nagar (green line),Nagasandra - silk institute ,"MG road , opera house opposite ",,,,,Work,"Annapoorneshwari layout, thippenahalli , nagasandra",12.88340208,77.58024319,3.5,13,Home,11:55:00,Metro ,35,Two-Wheeler ,10,1.5 km to 2 km ,4,Walk ,8,1 km to 1.5 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,,Metro ,18-25 yrs ,Graduate,Employed,"25,001 â€“ 50,000",0,1,0,0,0,10,-1,2,1,1,1,4,3,3,1,3,1,3,3,1
2405,0.538,907,912,5,rise,Krishnarajapuram - K.R.Puram (purple line),Hopefarm Channasandra (purple line),Hopeform Whitefield ,,,,,Other,B narayanapura,12.99253899,77.68194222,1.3,5,Home,14:40:00,Metro ,20,Ola/Uber car ,5,1.5 km to 2 km ,3,Ola/Uber car ,10,1.5 km to 2 km ,3,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Business,,0,0,0,0,"No, I will not use a bicycle. .",15,4,8,1,1,2,4,4,4,1,6,6,3,3,0
399,1.3,900,903,3,rise,Jalahalli (green line),Sandal Soap Factory (green line),"Yelahanka, palanahalli",,,,,Work,"Bagalaguntte, 16th cross ",13.053382,77.50182889,2.5,10,Home,08:30:00,Metro ,60,Two-Wheeler ,6,1.5 km to 2 km ,4,Company vehicle ,40,> 5 km ,0,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,,0,1,1,0,0,10,-1,2,1,1,2,4,11,4,0,3,10,3,5,1
308,-1.28,890,890,0,mixed,Nagasandra (green line),Rajajinagar (green line),KLE rajaji nagr,12.99589099,77.55476433,0.75,10,School,Bagalgunte,13.05271412,77.49607075,1.8,10,Home,11:50:00,Metro ,35,Two-Wheeler ,10,1.5 km to 2 km ,6,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,,Metro ,18-25 yrs ,12th,Student,,3,2,2,0,0,10,-1,3,1,1,1,4,1,4,1,3,1,3,1,1
462,2.096,880,902,22,rise,Nagasandra (green line),Krishna Rajendra Market (green line),Victoria hospital ,,,,,Other,Baglugutte bus stop near ,13.05429787,77.50022858,1.4,5,Home,12:00:00,Metro ,60,Car ,10,1.5 km to 2 km ,5,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,,Metro ,26-35 yrs ,12th,Business,,1,0,0,0,0,10,-1,8,1,1,2,4,3,4,1,4,1,3,3,1
1532,-1.28,890,890,0,mixed,Nagasandra (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Gangapura,,,,,Social,Bagulgunte,13.05271412,77.49607075,1.8,10,Home,14:50:00,Metro Train,900,Two-Wheeler ,5,1.5 km to 2 km ,0,Walk ,15,2 km to 2.5 km ,,For neither access nor egress trips ,10,30,Metro card ,4000,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1,1,1,0,"No, I will not use a bicycle. .",5,4,6,1,0,3,4,5,4,1,3,1,3,4,1
