,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
270,Yeshwanthpur (green line),Chickpet (green line),Sudardhan silks ,Shopping,Heganlli sukandkatte cross near mohan theater ,Home,10:35:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,7,9,No ,28,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,12th,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,1,2,4,1,3,1,0,1,1
271,Indiranagar (purple line),Halasuru (purple line)," halsur,near Accenture ",Work,Indiranagar ,Friend,11:00:00,Metro ,60,Walk ,5,< 0.5 km ,5,Walk ,6,< 0.5 km ,,For neither access nor egress trips ,,,No ,10,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,7,1,2,1,1,1,1,1,1
272,Indiranagar (purple line),Doddakallasandra (green line),Match point sports arena ,Other,"Indiranagar,Meena baazar",Home,10:50:00,Metro ,90,Rapido/Uber moto/Ola App two-wheeler ,25,3.5 km to 4 km ,7,Rapido/Uber moto/Ola App two-wheeler ,15,1.5 km to 2 km ,5,For both access and egress trips ,,,No ,180,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"1,00,001 – 2,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,8,1,1,1,9,2,3,1,7,7
273,Yeshwanthpur (green line),Mahatma Gandhi Road (purple line),"Mg road,chruch st",Shopping,"Bopsandra, kalpana chawla road",Home,10:40:00,Metro ,60,Auto Rickshaw ,30,3.5 km to 4 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,138,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,1,9,1,1,0,5,1
274,Indiranagar (purple line),Rajarajeshwari Nagar (purple line),Rajarajeshwari temple,Social,"Thipsandhra, near vishal mart",Home,10:50:00,Metro ,55,Walk ,30,1.5 km to 2 km ,8,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,Mobility card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,6,1,1,1,2,4,3,0,1,1
275,Indiranagar (purple line),Rashtreeya Vidyalaya Road (green line),Inox near RV metro station ,Social,Indranagar 17th C cross,Home,11:20:00,Metro ,50,Walk ,10,0.5 to 1 km ,7,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,6,1,1,2,3,3,3,0,1,1
276,Yeshwanthpur (green line),Baiyappanahalli (purple line),Tin factory ,Friend,Near metro,Home,11:25:00,Metro + Bus ,90,Auto Rickshaw ,8,1 km to 1.5 km ,9,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,5,5,Metro card ,40,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,7,1,3,1,4,3,1,0,5,1
277,Indiranagar (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)","Majestic,near corporation ",Work,Malleshpalya,Home,11:00:00,Bus + Metro ,50,Walk ,2,< 0.5 km ,10,Walk ,5,< 0.5 km ,,For egress trip only ,3,6,Metro card ,15,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,2,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,2,3,1,1,4,1,1,1
278,Indiranagar (purple line),Mysore Road (purple line),"Pattanagere,rv college ",School,"Indiranagar, Empire hotel",Friend,11:20:00,Metro ,60,Auto Rickshaw ,15,3.5 km to 4 km ,7,Auto Rickshaw ,30,> 5 km ,5,For access trip only ,,,No ,150,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,12th,Student,"50,001 – 1,00,000",0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,4,3,7,1,1,9,8,2,1,5,5
279,Yeshwanthpur (green line),Mysore Road (purple line),"Mysuru road, ullal ",Friend,"Yeshwantpur, vaishanavi sapphire ",Friend,11:30:00,Metro ,60,Walk ,10,0.5 to 1 km ,7,Dropped-off by friends/family members/others ,20,> 5 km ,3,For neither access nor egress trips ,,,No ,40,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,7,7,1,1,3,8,1,0,1,8
280,Indiranagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Deepam, MG road",Shopping,"Indranagar, jeevan bhima nagar police station near",Home,11:20:00,Bus + Metro ,45,Walk ,5,< 0.5 km ,3,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,8,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,1,2,1,1,3,1,0,1,1
281,Yeshwanthpur (green line),Konanakunte Cross (green line),Forum mall,Shopping,"Bel road , cafe coffee day",Home,11:30:00,Metro ,45,Drove and parked a two-Wheeler ,10,2.5 km to 3 km ,7,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,1,7,1,1,0,3,1
282,Yeshwanthpur (green line),Mahatma Gandhi Road (purple line),Church street ,Restaurant,Vaishnavi mall,Friend,11:35:00,Metro ,30,Walk ,5,< 0.5 km ,8,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"No, I will not use a bicycle. .",15,3,5,7,1,1,1,3,1,0,1,1
283,Indiranagar (purple line),Jayaprakash Nagar (green line),Sarakki lake,Home,"Indiranagar,NAL",Friend,11:15:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,10,Rapido/uber moto/Ola App two-wheeler ,10,1.5 km to 2 km ,5,For both access and egress trips ,4,7,Metro card ,100,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,1,7,2,1,1,2,3,1,1,7
284,Yeshwanthpur (green line),Indiranagar (purple line),Indiranagar ,Restaurant,"Yeshwantpur, govardhan theatre ",Home,00:07:00,Metro ,45,Dropped-off by friends/family members/others ,7,0.5 to 1 km ,7,Walk ,5,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,5,1,1,1,3,3,2,0,8,1
285,Yeshwanthpur (green line),Chickpet (green line),Chikpete,Shopping,Near mall,Home,12:00:00,Metro ,25,Walk ,7,< 0.5 km ,8,Walk ,8,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,3,1,1,1,0,1,1
286,Indiranagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Near Malleswaram ,Friend,Marathalli,Other,11:15:00,Metro ,60,Drove and parked a two-Wheeler ,25,> 5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,Bus,Bus,26-35 yrs ,Postgraduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,7,8,1,2,8,3,1,1,3,1
287,Indiranagar (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),KSR railway quarters,Friend,Indranagar 6th cross,Home,12:05:00,Metro ,30,Walk ,4,< 0.5 km ,8,Walk ,8,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,7,1,1,2,1,1,1,0,1,1
288,Indiranagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Calicut through ksrtc ,Home,"Indiranagar metro station,lic office ",Other,12:00:00,Metro ,40,Walk ,5,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,25,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,8,1,1,1,1,1,1,1,1
289,Doddakallasandra (green line),Mantri Square Sampige Road (green line),Mall,Shopping,Near metro,Home,12:20:00,Metro ,25,Walk ,7,0.5 to 1 km ,7,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will not make this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,1,3,1,1,0,1,1
290,Doddakallasandra (green line),Konanakunte Cross (green line),Forum mall ,Shopping,Doddakalsandra ,Friend,00:40:00,Metro ,20,Walk ,7,< 0.5 km ,10,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,15,4,4,7,1,1,1,1,1,0,1,1
291,Dasarahalli (green line),Mysore Road (purple line),Mysore road ,Other,Hessrughatta,Home,12:25:00,Metro ,60,Ola/Uber car ,20,> 5 km ,7,Ola/Uber car ,20,> 5 km ,5,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,8,1,1,1,8,8,1,1,6,6
292,Doddakallasandra (green line),Jayanagar (green line),Jaynagar 4th block,Shopping,"Doddakalsandra, pyramid platina",Home,13:25:00,Metro ,30,Walk ,7,0.5 to 1 km ,8,Walk ,6,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,4,1,1,2,3,3,2,0,1,1
293,Doddakallasandra (green line),South End Circle (green line),Near to metro,Other,"Near to ,metro",Home,13:20:00,Metro ,60,Dropped-off by friends/family members/others ,15,2.5 km to 3 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"No, I will not use a bicycle. .",15,3,8,1,1,1,7,1,1,0,8,1
294,Doddakallasandra (green line),Jalahalli (green line),"Vidyamanya nagara,jalahalli",Friend,"Doddakalsandra, near zudio",Home,13:30:00,Metro ,40,Dropped-off by friends/family members/others ,13,3.5 km to 4 km ,7,Dropped-off by friends/family members/others ,15,> 5 km ,3,For neither access nor egress trips ,,,No ,60,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,7,1,1,2,9,8,1,0,8,8
295,Doddakallasandra (green line),Sandal Soap Factory (green line),Orion mall,Friend,Mantri serenity ,Home,13:40:00,Metro ,50,Walk ,7,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",15,3,7,1,1,1,3,3,3,0,1,1
296,Kengeri (purple line),Indiranagar (purple line),Hal 3rd stage Empire hotel ,Home,Mysore ,Friend,12:15:00,Metro ,60,Dropped-off by friends/family members/others ,90,> 5 km ,1,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,>2 Lakhs,2.0,3,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,7,1,2,8,1,1,1,8,1
297,Doddakallasandra (green line),Jayanagar (green line),Once upon a rooftop cafe,Restaurant,Near metro,Home,13:50:00,Metro ,30,Walk ,5,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For egress trip only ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"1,00,001 – 2,00,000",1.0,1,1,0,"No, I will not use a bicycle. .",15,3,5,1,1,1,1,3,4,0,1,1
298,Doddakallasandra (green line),Mahatma Gandhi Road (purple line),"Mg road ,brigade road ",Shopping,"Doddakalsandra, kalyani motors ",Home,13:50:00,Metro ,45,Drove and parked a two-Wheeler ,10,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,4,1,1,1,3,1,2,0,3,1
299,Kengeri Bus Terminal (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Lulu mall,Shopping,"Kengere,near madike swamy thota",Home,13:30:00,Metro ,90,Walk ,10,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For access trip only ,,,No ,33,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,4,1,1,1,3,3,2,1,1,1
300,Doddakallasandra (green line),Konanakunte Cross (green line),Forum mall,Shopping,Raguvanahallli,Home,14:00:00,Metro ,20,Walk ,10,0.5 to 1 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,2,3,1,2,0,1,1
301,Doddakallasandra (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Temple near majestic ,Social,Naranyan nagar playground ,Home,14:05:00,Metro ,25,Drove and parked a two-Wheeler ,5,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,35,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,6,1,1,2,3,3,1,0,3,1
302,Kengeri (purple line),Indiranagar (purple line),"Indranagar, CMH main road ",Restaurant,Kengeri sun city,Other,13:50:00,Metro ,60,Ola/Uber car ,5,1 km to 1.5 km ,1,Dropped-off by friends/family members/others ,7,1.5 km to 2 km ,1,For both access and egress trips ,,,Metro card ,40,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,4,5,8,1,1,4,2,3,0,6,8
303,Doddakallasandra (green line),Yelachenahalli (green line),Near Metro ,Home,Metro metro,Work,14:15:00,Metro ,20,Walk ,5,< 0.5 km ,8,Walk ,7,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,2,1,1,1,3,2,0,1,1
304,Doddakallasandra (green line),Sandal Soap Factory (green line),Orion,Shopping,Sri Krishna udupi,Home,14:15:00,Metro ,55,Drove and parked a two-Wheeler ,5,0.5 to 1 km ,8,Walk ,3,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,50,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,4,1,1,2,3,3,1,0,3,1
305,Cubbon Park (purple line),Baiyappanahalli (purple line),Baiyappanahalli ,Work,Cubben park ,Friend,14:20:00,Metro ,30,Walk ,5,< 0.5 km ,2,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,No ,22,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,7,1,1,1,1,1,1,1,1
306,Baiyappanahalli (purple line),Mahatma Gandhi Road (purple line),Near St Pilominous,Other,"Whitefield, near manipal hospital ",Home,14:00:00,Metro ,90,Walk ,6,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,No ,200,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,8,1,1,1,1,3,3,0,1,1
307,Swami Vivekananda Road (purple line),Kengeri Bus Terminal (purple line),Global tech park,Home,Tin factory ,Friend,14:25:00,Metro ,60,Rapido/Uber moto/Ola App two-wheeler ,10,1 km to 1.5 km ,2,Dropped-off by friends/family members/others ,15,1.5 km to 2 km ,5,For both access and egress trips ,,,Metro card ,30,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Postgraduate,Student,"25,001 – 50,000",1.0,4,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,1,7,1,1,4,2,3,1,7,8
308,Goraguntepalya (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Lulu mall,Shopping,Nagavara ,Home,15:30:00,Bus1 + Metro + Bus2 ,90,Walk ,5,< 0.5 km ,5,Walk ,7,< 0.5 km ,,For both access and egress trips ,5,8,No ,50,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,4,1,4,1,1,1,3,0,1,1
309,Goraguntepalya (green line),Srirampura (green line),Soundarya manor,Work,Kodegehalli gate,Home,15:30:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,3,Walk ,6,0.5 to 1 km ,,For neither access nor egress trips ,4,8,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,2,1,1,3,1,0,1,1
310,Cubbon Park (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Lulu mall,Shopping,"Shivaji Nagar, Armstrong road",Home,15:30:00,Metro ,60,Walk ,20,1.5 km to 2 km ,6,Walk ,5,< 0.5 km ,,For access trip only ,,,No ,15,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,1,2,1,2,1,1,1
311,Cubbon Park (purple line),Pattanagere (purple line),"RR Nagar, near temple",Home,Avenue hotel,Work,16:05:00,Metro ,30,Walk ,15,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,12th,Business,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,2,1,4,3,3,1,0,1,1
312,Goraguntepalya (green line),Sandal Soap Factory (green line),Orion mall,Shopping,Near Metro ,Home,16:10:00,Metro ,13,Walk ,3,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,1,1,1,1,0,1,1
313,Goraguntepalya (green line),Halasuru (purple line),Frank Anthony school ,Home,Taj vivantha,Work,16:15:00,Metro ,45,Walk ,5,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,2.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,2,1,2,1,3,1,0,1,1
314,Cubbon Park (purple line),Dasarahalli (green line),Dasarahalli ,Friend,Kasthurba road ,Other,04:05:00,Metro ,45,Walk ,10,0.5 to 1 km ,6,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,40,High crowding - All seats AND 50-75% of standing space occupied ,Male,,Bus,Bus,18-25 yrs ,Graduate,Employed,,1.0,2,1,0,"No, I will not use a bicycle. .",15,3,7,8,1,1,3,3,1,1,1,1
315,Cubbon Park (purple line),Jayaprakash Nagar (green line),Bommanahalli signal,Home,Chinnaswamy stadium ,Other,16:15:00,Metro ,60,Walk ,5,< 0.5 km ,6,Auto Rickshaw ,20,4.5 km to 5 km ,5,For egress trip only ,,,No ,150,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,8,1,2,1,6,4,1,1,5
316,Goraguntepalya (green line),Mantri Square Sampige Road (green line),Vasanth nagar,Other,Tumkur to gorgonte palya,Home,16:20:00,Metro ,30,Walk ,2,< 0.5 km ,7,Auto Rickshaw ,10,3 km to 3.5 km ,5,For egress trip only ,,,Metro card ,60,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,8,1,1,1,1,5,4,0,1,5
317,Goraguntepalya (green line),Jayaprakash Nagar (green line),"Arkere,jp nagar",Home,Nelmangala ,Work,16:00:00,Bus + Metro ,75,Walk ,5,< 0.5 km ,7,Ola/Uber car ,20,4.5 km to 5 km ,7,For neither access nor egress trips ,4,8,No ,250,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Unemployed,,1.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,2,2,2,1,6,1,0,1,6
318,Indiranagar (purple line),Nagasandra (green line),Christ college ,Home,"Indiranagar, trufels restaurant ",Restaurant,16:30:00,Metro ,60,Walk ,5,< 0.5 km ,7,Walk ,15,1 km to 1.5 km ,,For egress trip only ,,,No ,52,Very high crowding - All seats AND most standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,5,1,1,1,4,4,1,1,1
319,Cubbon Park (purple line),Sandal Soap Factory (green line),"Heritage embassy apartment, Malleshwaram ",Home,"Viveshwarayya museum ,cubbon park",Other,16:30:00,Metro ,40,Walk ,15,1 km to 1.5 km ,6,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,2.0,1,0,1,"No, I will not use a bicycle. .",15,3,1,8,1,1,4,4,1,1,1,1
