,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
311,Dasarahalli (green line),Goraguntepalya (green line),"Hebbal,hebbal bridge ",Work,"8th mile ,nagasandra",Home,10:20:00,Bus1 + Metro + Bus2 ,75,Walk ,5,< 0.5 km ,3,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,2,9,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,4,2,1,3,1,0,1,1
312,Dasarahalli (green line),Mantri Square Sampige Road (green line),Mall,Shopping,RR layout ,School,10:50:00,Metro ,45,Auto Rickshaw ,15,3.5 km to 4 km ,6,Walk ,7,< 0.5 km ,,For access trip only ,,,Metro card ,200,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,3,1,1,9,1,2,0,5,1
313,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"Whitefield,  kadugude tree park ",Home,Karyasiddhi anjineya swami temple ,Social,10:58:00,Metro1 + Bus + Metro2 ,75,Auto Rickshaw ,15,3 km to 3.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3,2,Metro card ,60,No crowding  - 25-50% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,3,1,6,5,2,5,1,1,0,5,1
314,Dasarahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Tamil Nadu from Majestic ,Other,Near dasarahalli metro ,Home,11:10:00,Metro ,20,Walk ,2,< 0.5 km ,6,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,35,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,1,1,1,1,1,1,0,1,1
315,Dasarahalli (green line),Sandal Soap Factory (green line),Wtc ,Work,Near Saptagiri engineering college ,Other,10:45:00,Bus + Metro ,45,Walk ,2,< 0.5 km ,2,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,2,10,Metro card ,20,No crowding  - 25-50% of seats occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,8,2,1,1,1,1,0,1,1
316,Deepanjali Nagar (purple line),Cubbon Park (purple line),"MG road, crown point building ",Work,"Deepanjali nagar,  near bhanshankramma temple ",Home,11:25:00,Metro ,35,Walk ,5,< 0.5 km ,7,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,2,1,4,1,0,1,1
317,Dasarahalli (green line),Mantri Square Sampige Road (green line),Mantri mall,Friend,Dasarahalli prashanth nagar,Friend,11:30:00,Metro ,30,Auto Rickshaw ,10,1 km to 1.5 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,72,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,7,1,2,4,1,2,0,5,1
318,Dasarahalli (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Majestic, final destination to Davangere",Other,Soldevanahalli,School,11:00:00,Bus + Metro ,60,Walk ,15,1.5 km to 2 km ,2,Walk ,5,< 0.5 km ,,For access trip only ,2,10,No ,33,No crowding  - 25-50% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,3,2,1,2,1,2,0,1,1
319,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"Gayathri layout,  towards buttarhalli, KRPuram",Home,Sri karyasiddhi anjineya swami temple ,Social,11:15:00,Metro + Bus ,60,Auto Rickshaw ,15,3 km to 3.5 km ,7,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,4,5,Metro card ,50,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Unemployed,,0.0,2,0,0,"No, I will not use a bicycle. .",5,3,1,6,3,4,5,4,1,0,5,1
320,Dasarahalli (green line),Rajajinagar (green line),"rajaji nagar, near ananya hospital ",School,"Laurel heights, dasarahalli ",Home,11:30:00,Metro ,30,Dropped-off by friends/others ,10,3 km to 3.5 km ,10,Walk ,7,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,3,1,1,1,5,3,2,0,8,1
321,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"Pariksha bhavan, BeD office, ",Other,Hoskote,Other,11:10:00,"Bus1,metro1,bus2,bus3",180,Walk ,12,1 km to 1.5 km ,10,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5,10,No ,120,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Employed,,2.0,1,0,0,"No, I will not use a bicycle. .",5,3,8,8,0,3,4,1,1,1,1,1
322,Dasarahalli (green line),Indiranagar (purple line),Indiranagar Mc Donald's ,Friend,AIMS college ,School,10:00:00,Bus + Metro ,180,Walk ,2,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,7,6,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,3,2,1,1,3,1,0,1,1
323,Dasarahalli (green line),Mahalakshmi (green line),Mahalakshmi ganesha temple,Friend,Chikbanavara ,Home,11:40:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Dropped-off by friends/others ,3,1.5 km to 2 km ,2,For access trip only ,6,4,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,1,2,1,1,2,2,0,1,8
324,Dasarahalli (green line),Baiyappanahalli (purple line),"Sri sathya Sai hospital, Whitefield ",Work,Saptagiri college ,Home,12:00:00,"Bus1,metro1,bus2,metro2",135,Walk ,5,< 0.5 km ,3,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,3,5,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,0,1,1,3,1,0,1,1
325,Deepanjali Nagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Venkat school,  rajajinagar ",School,"Deepanjali nagar, ",Home,12:25:00,Metro + Bus ,35,Walk ,10,< 0.5 km ,7,Walk ,8,< 0.5 km ,,For neither access nor egress trips ,6,5,No ,20,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,10th,Unemployed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,3,1,3,4,1,1,1,0,1,1
326,Dasarahalli (green line),South End Circle (green line),"Jk shah classes,South end circle ",Other,People tree hospital ,Home,00:35:00,Metro ,35,Walk ,8,0.5 to 1 km ,9,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,1,1,3,1,1,0,1,1
327,Dasarahalli (green line),National College (green line),Gavipuram ,Home,Dasahalli ,Friend,12:15:00,Metro ,60,Dropped-off by friends/others ,20,> 5 km ,6,Auto Rickshaw ,10,4 km to 4.5 km ,5,For neither access nor egress trips ,,,Metro card ,80,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,2,0,0,"No, I will not use a bicycle. .",5,3,1,7,1,2,8,10,1,0,8,5
328,Deepanjali Nagar (purple line),Baiyappanahalli (purple line),"KR puram, A narayanapura",Home,"BHEL, deepanjali nagar towards mysore road",Work,12:30:00,Metro + Bus ,60,Walk ,10,< 0.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,10,2,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,>2 Lakhs,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,2,3,2,1,1,1,0,1,1
329,Dasarahalli (green line),Rajajinagar (green line),Rajajinagar metro,Other,Bgalagunte ,Home,12:30:00,Metro ,40,Ola/Uber car ,10,2.5 km to 3 km ,4,Dropped-off by friends/others ,15,2 km to 2.5 km ,5,For access trip only ,,,Metro card ,100,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will not make this trip ,I was not making this trip earlier ,18-25 yrs ,Trade,Employed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,1,1,7,11,2,0,6,8
330,Dasarahalli (green line),National College (green line),National College ,Other,"Dasarahalli,tumkur road ",Work,12:30:00,Metro ,75,Dropped-off by friends/others ,30,> 5 km ,9,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,2,0,0,"No, I will not use a bicycle. .",5,3,8,2,1,2,8,1,1,0,8,1
331,Nagasandra (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Vidhana soudha,Other,Eight mile,Work,14:32:00,Metro ,50,Two-Wheeler ,5,0.5 to 1 km ,4,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Doctorate,Employed,>2 Lakhs,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,8,2,1,3,3,1,1,1,3,1
332,Nagasandra (green line),Lalbagh (green line),Lalbagh ,Social,Christ University ,School,14:30:00,Metro ,30,Auto Rickshaw ,10,0.5 to 1 km ,10,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,30,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,>2 Lakhs,1.0,1,1,0,"No, I will not use a bicycle. .",5,3,6,3,1,1,3,3,3,0,5,1
333,Peenya (green line),Sandal Soap Factory (green line),Orion mall ,Shopping,Platinum City ,Home,14:45:00,Metro ,20,Walk ,10,0.5 to 1 km ,10,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,>2 Lakhs,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,1,3,1,1,0,1,1
334,Peenya (green line),Lalbagh (green line),West gate,Home,Bfw company,Work,14:45:00,Metro ,60,Walk ,1,1.5 km to 2 km ,6,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,Bus,Bus,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,2,1,1,2,3,1,1,1,1
335,Peenya (green line),Chickpet (green line),Sudarshan silk Chickpete ,Shopping,Vidhiyaraniyapura,Home,14:45:00,Metro ,60,Two-Wheeler ,15,4.5 km to 5 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,1,3,6,3,1,1,3,1
336,Peenya (green line),Baiyappanahalli (purple line),White field,Home,Malur,Home,07:30:00,Train metro,90,Auto Rickshaw ,20,> 5 km ,6,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,0,5,No ,230,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,1,0,2,8,3,1,1,5,1
337,Banashankari (green line),Yeshwanthpur (green line),Yeshwantpur metro station ,Other,Silk board ,Home,14:00:00,Bus + Metro ,90,Walk ,7,0.5 to 1 km ,5,Dropped-off by friends/others ,20,4.5 km to 5 km ,5,For both access and egress trips ,7,6,No ,42,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,2,1,3,6,3,0,1,8
338,Banashankari (green line),Baiyappanahalli (purple line),Byapanahalli ,Friend,"Near D mart, devegowda petrol bunk",Other,14:45:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,2,Dropped-off by friends/others ,15,1 km to 1.5 km ,4,For neither access nor egress trips ,3,9,Metro card ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,8,2,1,3,4,1,0,1,8
339,Vijayanagar (purple line),Jayaprakash Nagar (green line),BTM layout 2nd stage ,Friend,"4th main, MRCR layout,  magadi main road ",Other,02:40:00,Metro ,50,Ola/Uber car ,3,1 km to 1.5 km ,10,Ola/Uber car ,15,> 5 km ,5,For neither access nor egress trips ,,,No ,200,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,8,1,2,4,8,1,0,6,6
340,Nagasandra (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Gangapura,Social,Bagulgunte,Home,14:50:00,Metro Train,900,Two-Wheeler ,5,1.5 km to 2 km ,0,Walk ,15,2 km to 2.5 km ,,For neither access nor egress trips ,10,30,Metro card ,4000,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,1,0,"No, I will not use a bicycle. .",5,3,6,1,0,3,2,11,1,1,3,1
341,Peenya (green line),Jalahalli (green line),Rockline mall ,Home,Bridge rubix ,Work,15:00:00,Metro ,15,Walk ,30,2 km to 2.5 km ,8,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Business,"25,001 – 50,000",0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,1,11,1,3,0,1,1
342,Banashankari (green line),Baiyappanahalli (purple line),"Byapanahalli, near banaswadi ",Home,Banashankari ,Friend,15:00:00,Metro ,90,Walk ,15,0.5 to 1 km ,9,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,45,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,7,1,1,3,3,1,0,1,1
343,Banashankari (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Chikmagalur taking train from Majestic ,Other,"Silk board, central silk board office ",Home,14:45:00,Bus + Metro ,75,Walk ,7,0.5 to 1 km ,5,Walk ,7,< 0.5 km ,,For access trip only ,7,8,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,1,2,2,3,1,2,0,1,1
344,Vijayanagar (purple line),Baiyappanahalli (purple line),"Garudacharypalya,near whitefield ",Home,"Pattegarpalya, SHK kalyanamantapa",Friend,15:07:00,Metro + Bus ,90,Dropped-off by friends/others ,5,1.5 km to 2 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,2,5,No ,38,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,7,3,1,2,1,1,0,8,1
345,Peenya (green line),Rajarajeshwari Nagar (purple line),Nandana palace hotel,Home,Industrial area,Work,15:00:00,Metro ,45,Auto Rickshaw ,20,> 5 km ,7,Auto Rickshaw ,15,4.5 km to 5 km ,0,For both access and egress trips ,,,No ,180,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Business,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,3,8,6,3,1,5,5
346,Peenya (green line),Rashtreeya Vidyalaya Road (green line),Jayanagar 9th block ,Restaurant,Ms ramaiya medical College ,School,15:00:00,Metro ,45,Dropped-off by friends/others ,20,> 5 km ,5,Dropped-off by friends/others ,10,4.5 km to 5 km ,2,For both access and egress trips ,,,No ,45,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,>2 Lakhs,1.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,5,3,1,1,8,6,3,1,8,8
347,Peenya (green line),Konanakunte Cross (green line),Century Central apartment ,Work,MC Donald ,Home,15:15:00,Metro ,60,Walk ,10,< 0.5 km ,10,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,12th,Business,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,2,1,3,1,1,1,1
348,Vijayanagar (purple line),Banashankari (green line),"BTM layout, on diagram ladies Opp planet fitness ",Home,"Opp to swathi green land hotel, vijaynagar ",Work,15:00:00,Metro + Bus ,90,Ola/Uber car ,15,3 km to 3.5 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3,10,No ,74,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,2,3,1,5,1,1,0,6,1
349,Peenya (green line),Mantri Square Sampige Road (green line),Mall,Shopping,Yelankha,Work,15:14:00,Metro ,20,Two-Wheeler ,15,4.5 km to 5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,112,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Business,>2 Lakhs,2.0,2,1,0,"No, I will not use a bicycle. .",5,3,4,2,1,2,6,1,1,1,3,1
350,Peenya (green line),Mahatma Gandhi Road (purple line),One plus store ,Shopping,Nelamangala,Work,14:00:00,Metro ,45,Two-Wheeler ,25,> 5 km ,5,Walk ,10,1.5 km to 2 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,2,1,2,8,2,3,1,3,1
351,Vijayanagar (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Kranthiveera santilli rayanna railway station (mysore),Other,Near by Vijaynagar metro  station ,Home,15:40:00,Metro ,15,Walk ,5,< 0.5 km ,7,Walk ,3,< 0.5 km ,,For access trip only ,,,No ,15,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,1,1,1,1,2,0,1,1
352,Jayanagar (green line),Vijayanagar (purple line),Near maruthi mandir vijaynagar ,Other,4th block,Shopping,15:50:00,Metro ,45,Walk ,7,0.5 to 1 km ,8,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,4,1,1,3,1,1,0,1,1
353,Jayanagar (green line),"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",veeresh theater ,Home,Roof top jayanagar ,Restaurant,15:50:00,Metro ,45,Walk ,10,0.5 to 1 km ,6,Walk ,7,< 0.5 km ,,For both access and egress trips ,,,No ,28,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,"1,00,001 – 2,00,000",1.0,2,1,0,"No, I will not use a bicycle. .",5,3,1,5,1,1,3,1,3,0,1,1
354,Jayanagar (green line),Baiyappanahalli (purple line),"Whitefield,mayura bakery",Home,"Jaynagar,zaitoon hotel ",Other,15:45:00,"Metro1,bus1,metro2,bus2",90,Walk ,10,0.5 to 1 km ,8,Walk ,12,0.5 to 1 km ,,For egress trip only ,5,10,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,8,0,1,3,3,4,0,1,1
355,Vijayanagar (purple line),Nagasandra (green line),"Nelmangla, ",Work,"Vijaynagar, govindraj nagar",Home,16:10:00,Metro + Bus ,90,Ola/Uber car ,5,1 km to 1.5 km ,7,Walk ,5,< 0.5 km ,,For both access and egress trips ,2,5,Metro card ,30,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,3,1,4,1,3,0,6,1
356,Jayanagar (green line),Goraguntepalya (green line),Nagavara manyta tech park,Home,Jayanagar 4th block ,Other,16:15:00,Metro + Bus ,90,Walk ,10,0.5 to 1 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,1,5,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,8,3,2,3,1,1,0,1,1
357,Jayanagar (green line),Lalbagh (green line),Lalbagh,Other,Jaynagar 4th phase ,Home,16:15:00,Metro ,17,Walk ,5,< 0.5 km ,8,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,No ,30,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,1,1,2,1,1,1,0,1,1
358,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)","Lingrajpura, kariyanpalya",Home,"Basaveshwar nagar, siddaihapuranik road",Work,04:15:00,Bus1 + Metro + Bus2 ,60,Walk ,2,< 0.5 km ,10,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,2,10,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,0,1,0,"No, I will not use a bicycle. .",5,3,1,2,4,1,1,1,1,0,1,1
359,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Indiranagar (purple line),"Koramangala,nasara hotel",Work,"Badami through train, majestic railway station ",Home,09:30:00,Metro + Bus ,90,Walk ,5,< 0.5 km ,15,Walk ,15,< 0.5 km ,,For egress trip only ,5,15,No ,40,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,4,0,0,"No, I will not use a bicycle. .",5,3,2,1,3,2,1,1,4,1,1,1
